text
"Coca-Cola Bedava 2 Litresini Vermiyor,""Coca-Cola 2.5 litre alıyoruz marketten kapakta bedava 2 litre kazandınız diyor. Promosyon ve kampanya tarihi geçmemiş olduğu halde marketlerden bedava çıkan kolayı alamıyoruz. Sözde market sahibi önceki kapakların parasını alamadığını Coca-Cola'dan alacaklı olduğunu, bu yüzden bedavaları vermediğini...Devamını oku"""
"Doğuş Spor Kulubü Memnuniyetsizliği!,""2 aydır bu salona kickboksa gidiyorum. Sayısız kere hocanın gelmemesi, dükkanın durduk yere kapalı olması. Üstüne ilk başladığımda parasını verdiğim eşofmanı hala alamadım (Sürekli günü güne sattı) Müessese sahibi N** T** ve S**** isimli şahıstan şikayetçiyim. Gereğinin yapılmasını arz ederim.Devamını oku"""
"Nilüfer Turizm Covid - 19,1 Haziran İzmir Edirne otobüsünde yolculuk için nilüferi tercih ettim fakat otobüse binerken ne bir ateş ölçümü ne de bir hijyen kuralı uygulandı otobüste maskesiz yolcu var. Ayrıca normal bilet fiyatından 100 TL farkla 210 liraya uçak bileti gibi bilet satıp bir hijyen kiti bile verilmedi hasta olu...Devamını oku"
"Vivense Yemek Masası Takımı Sattık Dediler Tek Masa Geldi,Vivense nin özellikle yanlış işlem yapmamak için Ankara da İstanbul yolu üzerinde ki showroom larına giderek beğendiğimi modeli gösterip detaylı bilgi almak istedik. Almak istediğimiz yemek masasında özellikle masa ya sandalyeler dahil mi diye sorduk ve bize sandalyelerin dahil olduğunu ileterek sat...Devamını oku"
"Vitra Klozet İç Takımı Takılması Ve Klozetin Siyah Olması,""08/01/2017'de 3 adet Vitra klozet takımı aldım üçünün de iç takımı takılıyor. İzmir'de ki eve 4 sefer servis geldi zorla değişim yapıldı, kuş adasındaki evde 2 adet klozet takılan iç takımları suyun kireçli denilip gidiliyor. Ben ilk yıl aldığım ikinci ayında gelindi bahaneden başka formül üretilmiy...Devamını oku"""
"Digiturk Fazla Ücret Çekim Sorunu,""Mobil taraftar paketi kullanıcısıydım. Paketimi iptal ettirmiş olmama rağmen kredi kartımdan bu ayda çekim yapılmış. Müşteri hizmetlerini arıyorum. [email protected] ekstre'yi mail atın dediler. Mail attım 5 gün oldu geri dönüş yapan olmadı."
"Torku'nun Süt Sorunu,""Torku sütü severek tüketiyorum. 2 yaşındaki çocuklarıma da Torku'dan başka sütü içirmem ama en son aldığım sütler bir tuhaf ya. Kaynatınca patlıyor. Aynı zamanda kesiliyor. Daha önce böyle bir şeyle karşılaşmadım. Lütfen, rica ediyorum sorun her neyse bir an önce halledilsin ve daha dikkatli olunsun...Devamını oku"""
"Trendyol Ürünümü 20 Gündür Bekliyorum,Trendyol'dan aldığım Ladymoda pike takımım 20 gündür hazırlanıyor. Son teslim tarihine sadece 2 gün kaldı ürüne bakmak istediğimde ise ürün yok diyor. Tedarik aşaması ne zaman bitecek ve ellerinde olmayan ürünü neden satışa çıkarırlar aklım almıyor. Lütfen bir açıklama yazın.Devamını oku"
"Evy Baby Pişik Sorunu,5 aylık bebeğim 3 aydır Evy Baby kullanıyoruz 4 numaraya geçtik bez çocuğun poposuna yapışıyor çıkartırken canı yanıyor pamuk bir ürün böyle yapmaz numara büyüdükçe kaliteyi mi? Düşürüyorsunuz bu saatten sonra bez değiştirmek zorunda kalıyoruz ıslak mendil de pişik yaptı.Devamını oku"
"Çilek Danışmanlık Sözleşme Feshi!,25.03.2015 tarihinde yapılan sözleşme ile yaşam destek paketi babam tarafından kabul edilmiş daha sonra içeriğini öğrenince sözleşmenin iptali için başvuruda bulunmuş ve ret cevabı almıştır. Fakat elimizde bulunan sözleşmede 14 gün içinde fesih yapılabileceği yazıyor ama yapılmadı. Ben de birçok kez...Devamını oku"
"Horoz Lojistik Gelemeyen, Gelmeyen Kargo,Hepsiburada üzerinden almış bulunduğum gardırop Horoz Lojistik Trakya dağıtım şubesinde 30 Mayıstan beri bekletiliyor. Zaten müşteri hizmetlerine ulaşılamıyor. Covid 19 bir gecikme nedeniydi ancak 28 mayısta teslimi planlanan kargo 9 Haziran oldu yok. Şimdi eğitimli bir insan olarak şunu söylüyorum ...Devamını oku"
"Türkiye Futbol Federasyonu İnternet Sitesi,""Şikayetimi daha önce bu federasyona bildiremedim çünkü iletişim bilgilerine e - posta adresi yazmayı akıl edememişler. Ya da internet sitesine ''önerileriniz'' bölümü açamamışlar. Sizden ricam bu mesajımın TFF'ye iletilmesidir, Türkiye'de bu kadar ön planda olan bir sporun internet sitesi de ona yar...Devamını oku"""
"Türk Telekom Faturalandırma Hakkında,Yaklaşık 50 gün önce Tokat Merkez de ki Türk Telekom bayiine gittim ve internet faturam üzerine taksitle bir akıllı telefon almayı düşündüğümü söyledim. Onlarda girdiler sisteme kod falan gönderdiler benim mevcut eski telefonumla sonra döndüler bana size cihaz veremiyoruz sistem kabul etmiyor dedile...Devamını oku"
"Sürat Kargo Ürünüm 3 Haftadır Gelmedi,Her gün surat kargoya gidiyorum. Bizim elimizde bir şey yok diyorlar. Çok mağdur durumdayız ama ilgilenen yok. İçindekilerin acil gelmesi gerekiyordu. Simdi bu mağduriyetimizi nasıl giderecekler merak ediyorum. Lütfen yardımcı olun. Müşteri hizmetlerini arıyorum ulaşamıyorum.Devamını oku"
"Türkiye Finans 11 Gündür Bitmeyen Teknik İnceleme,""18 mayısta yapmış olduğum bir satış emri benim emrimi verdiğim zamandan 1 dakika sonra gerçekleşti bildirimi geldi. Girip baktığımda benim 2,45 stop emrimi 2,43 ten satmış ve hiçbir şekilde Grafiklere yansımayan fiyattan. Tabii ki ben bunu arayıp belirttiğimde makas aralığı klasik cevabı ile karşıla...Devamını oku"""
"Jolly Tur Rezervasyon İptali Sorunsalı,Satın almış olduğum tatilin iptali için Jolly müşteri temsilcisini aradım. Herkesin bahsettiği ucuz gerekçeleri bana da ilettiler. Dünya sağlık örgütünün de yaptığı açıklamaya göre bu süreçte güvence paketi geçerli olmuyormuş. Komik olan şu ki söz konusu tarihlere ve otele satışa devam ederken iptal...Devamını oku"
"Huawei Son Güncellemeden Sonra Şarj Aşırı Çabuk Bitiyor,Huawei P30 Lite cihazım gelen son güncellemeden sonra şarjı çok çabuk bitmeye başladı zaten Android 10 güncellemesi gelmesi gerekiyor oda gelmedi ara bir güncelleme geldi güncelledikten sonra şarj batarya bozukmuş gibi bitmeye başladı lütfen buna bir çözüm bulunDevamını oku"
"Vivense Teslim Edilmeyen Ürün Ve Firmaya Ulaşamamak,4 Mayıs tarihinde 2 tane çok amaçlı dolap ve 1 adet mutfak rafı siparişi verdim. Dolaplar 7 mayısta teslim edildi. Ancak bir aydır raf teslim edilmedi. Raf MNG Kargo'ya verilmiş ve 2 ün öncesine kadar hala Çanakkale Biga'da gözüküyordu. Bir hafta öncesine kadar yoğunluk nedeni ile teslim edilmedi di...Devamını oku"
"Marmaray Sabah Yoğunluğu!,Lütfen sabah saatlerinde 5 vagonlu tren gelmesin 10 vagonlu tren gelsin 20 yaşındayım artık her gün 60 yaşındaki adamların bana taciz etmesinden bıktım lütfen. En sıkışık olduğu saatlerde neden az vagon geliyor o kadar manasız bir durum ki bıktım gerçekten öğleden sonra 10 vagon sabah en yoğun saatl...Devamını oku"
"Digiturk Mart Ayı Ödemesi Haksız Kazanç,""Bu ay haksız kazanç alındı. Aradım dedim ligler ertelen ama 119 TL halen fatura çıkıyor dedim. Bizi ilgilendirmez dediler, ödeyecekseniz dediler. Telefonda arkadaşlar lig yok bir şey yok para aldılar bu ay benden. Ödemek zorunda kaldım. Ödeme iadesi istiyorum dedim yapmayız dediler. Tüketici Mahkeme...Devamını oku"""
"THY Bilet İadem Yapılmıyor,Kamuda diş hekimiyim yıllık izinlerimiz ikinci bir emre kadar iptal olduğu için 15 nisandaki İstanbul uçuşumu gerçekleştiremiyorum. Bilet iadesi için 19 marttan beri THY ile iletişimdeyim başvurumu yaptım ama oyalanıyorum bir sonuca bağlanmıyor şikayetçiyim bir an önce ücret iadesini istiyorum.Devamını oku"
"Awox TV Kumandası Sorunu,102 ekran Awox TV aldım. Kumanda bozuk. Aldığım yerde yok. Memleketi altüst ettim yok. Play Store kumanda uygulaması yok. Velhasıl paramızla kötü olduk. Sadece bir kanala bakıyoruz. İnanın çok sıkıldım.Devamını oku"
"Tuğba&Venn Giyim İlgisizlik Ve Müşteri Memnuniyetsizliği,02 Mayıs tarihinde tugbavenn internet adresinden 2 adet ürün sipariş verdim. 18 gün geçmesine rağmen ürünü kargoya vermediler. Müşteri hizmetlerini defalarca aramama rağmen hiçbir temsilciye ulaşamadım. Hele 20 Mayıs tarihinde saat 13.30 civarında en az 3 defa aradığımda dalga geçer gibi telesekrete...Devamını oku"
"Zorlu Enerji Fatura Ödenmiyor,""Kaç gündür fatura ödeyemiyoruz hiçbir bankadan, şayet elektrik kesilirse ve 30 ₺ açma/kapatma bedeli çıkarsa sizinle çok problem yaşayacağım! Yeter artık. Her işinizde bir problem yaşıyoruz. Kaç gün oldu 3 gündür fatura ödeyemiyoruz. Sürekli bizi kendinizle probleme sürüklüyorsunuz. İnsan hiç mi kon...Devamını oku"""
"Başkent Doğalgaz Sayaç Okuma,Sayaç bozuk şikayeti ile alakalı değişmesine rağmen fatura ceza kesilmiş hem de hiçbir yetkili aramamasına rağmen. Değişim olmazına rağmen nasıl sayaç bozuk olup ceza kesilir geri dönüş yapsanız biz sizin hatalarınızın bedelimi ödemek zorunda değiliz. Açıklama yapmadan böyle bi fatura göndermek Üste...Devamını oku"
"Aksa Fırat Elektrik Dağıtım A.Ş Covid 19 Tehdidi,Aksa elektrik şirketinin taşeronu olan firma Corona tehlikesi olmasına rağmen çalışanlarını saat okutmaya mahalle mahalle sokak sokak gezdirip virüs bulaşma riskini arttırmaya devam ediyorlar. EPDK' nın yayınladığı aylık ortalama endeks okuma yönetmeliği nerede çalışanlar hala sokaklarda. Devamını oku"
"A2 Tv Artık Sesimizi Duyun,""Neden şikayet ve isteklerimizi önemsemiyorsunuz? Alemin kralı dizisinden ve çocuklar duymasından fenalık geldi onların yerine gönülçelen, evli ve öfkeli, benim annem bir melek ve yahşi cazibe dizilerini oynatın artık sıkıldık aynı şeylerden böyle giderse kanalı sileceğim TV denDevamını oku"""
"THY Çalışanlarınıza Toplum Kurallarını Öğretin!,17 şubat 2020 saat 11:35 phuketten İstanbul'a gelmek için THY uçağıyla yola çıktık. Ancak kıbrıstan gelen bir grup hanımefendi havaalanında başlamak üzere her yerde sadece kendilerinin olduğunu sandılar. 11 saatlik yolda sürekli onların gürültülerini dinledik 4 sıra arkasındaki grup üyesiyle bağıra ...Devamını oku"
"Ford Teyipten Gelen Ses,Aracım 2015 Courier teybin içinden dınn diye bir ses geliyor daha çözemedim niye geliyor çok rahatsız edici değil ama araba sessizken geldiği belli kontağı kapatıyorum tak gidiyor ses. Bu zamana kadar hiç yoktu daha yeni yapmaya başladı neden yaptı anlayamadım.Devamını oku"
"Boyner İade Kabul Edilmedi!,Boyner den Hummel marka aldığım ayakkabı beden uymadığı için Yurtiçi Kargo ile iade edildi fakat koskoca Boyner kutu bantlandığı mazereti ile iadeyi kabul etmedi. Sanki başka kutu yok ayakkabıyı tekrar satışa sunacağınız. Böyle bir iade kabul etmeme şekli var mıdır? Ürün kargo tarafından bantlanmışt...Devamını oku"
"Joker Mağazası Gecikme, Hatalı Ambalaj Yapma,Doğum yaklaşınca aynı zamanda Joker kampanya yapınca bebek bezi almak için Joker'i tercih ettim. Hem kargoyu yaklaşık 10 gün sonra verdiler hem de ezik büzük ambalajda geldi. Joker pişmanlıktır.Defalarca kez alışveriş yaptım her seferinde bir sorun yaşadım. Uzun bir aradan sonra tekrar denemek isted...Devamını oku"
"Esenler Otogarı Minibüs Seferlerinin Azalması,""Korona virüs nedeniyle bir çok minibüs sayısını azaltmanızı ya da az sayıda müşteri almalarını anlıyorum ancak sabah 08.00 akşam 18.00 saatleri arasında çalışan bireylerin ne sabah ne de akşam minibüse ulaşmalarına beklemelerine rağmen almamalarına ve bir çok insan evine ulaşmak, iş yerine ulaşmak i...Devamını oku"""
"Domino's Pizza Sipariş İptali, Haber Vermeme, Aç Bırakılma,07.04.2020 tarihinde vermiş olduğum sipariş şubenin benim oturduğum yere bakmaması sebebi ile iptal edilmiş ama haber verilmiyor tam 45 dakika beklememden sonra sistemden kontrol ettiğimde iptal edildiği gözüküyor müşteri hizmetlerini aramamdan sonra bana bilgi veriliyor istersem benim bölgeme bakan...Devamını oku"
"Türk Telekom Tivibu Fark Faturası Korona Süreci,Tivibu sözleşmem 27 Mart tarihinde sona erdi. Kronik rahatsızlığım olduğu için Korona salgını nedeni ile sokağa çıkma yasağım var. Yasağa rağmen bugün TTNET Mersin Mezitli Şubesine gidip üyeliğimi iptal ettirdim kutuyu teslim ettim. 27 Marttan 8 Nisana kadar geçen süre için aylık 5 TL olan üyeliğim ...Devamını oku"
"Başkent Doğalgaz Kesinti Yapılan Gaz,Bahsi geçen şikayet 77 yaşındaki dedem ve anneannem adına yapıyorum. Kullandıkları doğalgaz sayacı kartlıdır. Kış boyunca aldıkları her gaz alımında borç kesintisi yapılıyor. 5 / 6 aydır bu şekilde devam etmektedir. Bitmeyen ne borcu vardır sürekli kesiliyor. Bilgilendirme yapılmasını istiyoruz. Çağ...Devamını oku"
"Jumbo Künefe'den Kıl Çıktı,Künefenin içinde kıl çıktı. Dilimimden ve bir baktık tepsinin içinde devamı var. Söyledik aldılar yenisi geldi ama hiç ilgilenmediler. Kasada da söyledim olabilir çıkabilir diyorlar bir daha asla uğramam. İzmit kahya kaptan şubesi koskoca Jumbo künefeye yakışmadı. Yani yenisi gelene kadar dondurmamı...Devamını oku"
"Boyner U. S. Polo Assn. Pantolonda Yıkamadan Sonra Çizgi,""Boyner Maltepe Park U. S. Polo jean pantolonu eve geldiğimde aynı gün L***'den aldığım jean ile kısa ve 30 derece ters çevirerek yıkadığım halde çıktığında U. S. Polo çizgili L** problemsiz çıktı ve incelemeler sonucunda yıkama hatası dendi."
"Loobex Bebek Telsizi Çekmiyor,Yeni aldığımız 3 günlük Loobex 2615 bebek telsizi 1 metreden bile kapsama alanı dışında uyarısı veriyor çekse de çok cızırtılı. Satıcıyla iletişime geçmeye çalışıyoruz inşallah iade alırlar biz hiç araştırmadan aldık.Devamını oku"
"D&R Hala Kargoya Vermediği Ürünler,14.04.2020 tarihinde 3 adet kitap siparişi verdim sanırım kendileri altından kaplama yapıyorlar bu kadar uzun süre hala siparişiniz hazırlanıyor olması dünyanın en kötü işini yapan firması D&R'Den bahsediyorum. Ya kitaplarımı artık kargoya çıkarın ya da iade talebi yapacağım bu ne umursamazlık!  Devamını oku"
"Cinemaximum Üye Kartı Hakkında Bilgi Vermiyorlar,""Yaz tatilinde defalarca çocuk için çizgi filme geldik ama gişe çalışanları çocuk için üye kartı olduğunu söylemedi, bizi bilgilendirmedi.Devamını oku"""
"Hepsiburada Murat Tekstil Kristal Fashion Genç Pike Takımları,""Hepsiburada'da aldığımız Kristal fashion genç pike takımları takımları 29 Mayıs'ta gönderilecek yazmasına rağmen hala kargoya verilmedi 3 kere mesaj gönderdim mesajlara bile cevap verilmiyor. Kızlarım her gün soruyor sipariş vereli 2 hafta oluyor, murat tekstil Hepsiburada ilgisiz cevapsız, paramızı...Devamını oku"""
"Anadolu Hayat Emeklilik Poliçe İptal Formunu Yollamıyorlar,2012 de girdiğim emeklilik fonundan çıkmak istiyorum fakat ulaşılmaz müşteri hizmetlerine ulaştığımda teknik arızadır geç düşer vs... Deyip dalga geçiyorlar. Bu kadar lakayıt bu kadar bayağı bir firmaya beni bulaştıran İş Bankası'nida kınıyorum. 3 kuruş paramı almak için ne yapmam lazım?  Devamını oku"
"Karaca Züccaciye Yemek Takımı İptal Edilmesi,Aldığım yemek takımını sebepsiz yere iptal edip çocuk kandırır gibi 20 TL çek verdiler şaka gibisin Karaca. Göndermeyeceğiniz tabağı satışa koymayın her zaman aynısını yapıyorsun Karaca gerekli yerlere şikayette bulunacağım bu işin peşini de bırakmayacağım.Devamını oku"
"Emin Enerji Kira Bedelinin Artırılmaması,""Eminevim'in enerji hisselerinin kira getirisi artışları Eminevim sözleşmesinde geçen """"yıllık kar payı ödemesi günün koşullarına göre düzenlenecektir (EPDK’nın açıklayacağı elektrik zam oranları dikkate alınarak) """" maddesi gereği her yıl yapılmaktadır fakat bu yıl yaşanan şartlar (Covid-19) ve devlet...Devamını oku"""
"LCW Ürünün Hala Gönderilmemesi,İnternet üzerinden yaptığım alışverişte paket içerisinden aldığım ürünlerden biri çıkmadı. Defalarca aramama rağmen eksik ürün iadesi olmadı.Çözüm üretecek kimseyi bulamıyorsunuz.Devamını oku"
"Abant İzzet Baysal Tıp Fakültesi Hastanesi Çalışanların İlgisizliği,İnanılmaz ilgisiz çalışanlar. Hepsi birbirinden sinirli ve ilgisiz. KBB den tutun da ürolojiye kadar hepsi birbirinden sıkıntılı hastalara sıra verecekler beş karış suratlar azarlar gibi konuşmalar bu sabah eşimle beraber üroloji bölümüne geldik orada sıra veren bayan sekreter asık bir suratla hiçbi...Devamını oku"
"Cinemaximum Gişe Memurları Kızıma Bilet Vermediler,""""""Hitman:Agent 47"""" filmine kızımla gitmek istedik ancak küçük gösteren kızımdan kimlik istediler. Kimliğini yanımıza almadığımız için bilet vermediler. Küçük kızımın yaşı hakkında yalan söylediğimi hemen de anlayıverdiler bravo! Kendilerine. Yalan dedektörü gibiler, bu arkadaşları işe alan insan kayn...Devamını oku"""
"Moda Beach Marmaris Boutique Hotel,2019 Temmuz rezervasyonumuzu Tatilbudur.com aracılığı ile Moda Beach Otelden yaptırdık. 3 Yetişkin olarak belirtmemize rağmen 2 kişilik oda ve refakatçi koltuğu ile karşılaştık. 5 gecelik tatilimiz süresince defalarca bildirmemize rağmen ilgilenen olmadı. Çok rahatsız bir ortamda uyumak durumunda ka...Devamını oku"
"ETS Tur Abant Gezisi Mağduriyetim!,""Günübirlik Sapanca & Abant turuna katıldık. 34 uy *** plakalı araçla tura başladık. Araç Abant yoluna varmadan önce mola verdi 20 dakika ve Abant gölüne 20 km kala, zincirlerini takacağını söyledi. Mola verdiğimizde takabilirdi. Bu şekilde zaman kaybederken kar yağışı bastırdı, yol tıkandı. Trafikte...Devamını oku"""
"İstegelsin Siparişim Eksik Geldi, Mail Attım İlgilenen Olmadı,""İstegelsin 75667864 numaralı siparişim 3 ürün eksik geldi. Mail attım dönen olmadı. Mailimi de inceleyip talebimi inceleyip dönmeleri uygun olurdu. Siparişten sonra ürünü ve hizmeti değerlendir seçeneği var, orada da belirtmiştim. Reaksiyon süresi daha kısa olabilir.Devamını oku"""
"Cigna Finans Emeklilik Ve Hayat Hayat Sigortam İptal Edilmiyor!,Hayat sigortamdan cayma hakkımı kullanmak istiyorum tüketici olarak en doğal hakkımı kullanamıyorum zorla sigorta yapılıyor! Tüketici Hakem Heyetine gideceğim insanları uğraştırmak istiyorsunuz tek istediğiniz bu sigorta zorunlu değil tüm bankalar iptal ediyor!Devamını oku"
"Pegasus Tatile Giren Eğitim Süreci Kaynaklı Bilet İptali,""İzmir 9 Eylül Üniversitesi ilitam öğrencisiyim. Dün 13 Mart 2020 'de Eğitim Bakanımız tarafından corona virüs nedeniyle eğitime ara verilmesi ile ilgili yapılan açıklamalar dolayısıyla Fakültemiz 28-29 Mart'ta yapılacak vize sınavlarını erteledi."
"Sunexpress Havayolları İptal Geri İadesi,Annem İran vatandaşı virüsten dolayı sınır kapısı kapandı ve haliyle annemin uçuşu 2 martta Van İzmir olarak gerçekleştiremeyecek Sunexpress müşteri temsilcisiyle görüşüp durumun keyfi bir durum olmadığını ve bilet meblasının tamamını talep etsem de beni duymazlıktan gelip 14 yıllık müşterilerini ma...Devamını oku"
"Zirve Halı Yıkama Temiz Verdiğimiz Halılar Lekeli Islak Ve Tozlu Ayrıca Durulanmamış Geldi,Ankara'da bu firma kadar berbat bir yer görmedim. Temiz verdiğimiz halılar lekeli ıslak ve tozlu ayrıca durulanmamış deterjanlı bir şekilde geri geldi aradığımızda dalga geçer gibi cevap verdiler etmedikleri hakaret ve küfür kalmadı. Ayrıca toplamda 20 metre olan halımızdan 30 metre parası almışlar ...Devamını oku"
"Casper Via İade Talebimle Alakalı Dönüş Sağlanmadı,2851862 numaralı siparişim iptal etmek istedim müşteri temsilcisinden kayıt oluşturdum 80 saat içinde iptal edileceği söylendi. Mail attım ama şimdi ürününüz kargoya verilmiş maili geldi. Yanlış aldığım ürünün gelmeden iadesini istiyorum.Devamını oku"
"Ümraniye Eğitim Araştırma Hastanesi Covid-19 Şikayet,Covid-19 vakası nedeniyle hastane de yatmakta olan bir hastam var. Fakat hastane çalışanları hastalarla hiçbir şekilde ilgilenmiyor. Haberler gösterildi gibi değil maalesef şartlar. Ne yapacağımızı bilemiyoruz. Bir an önce birileri bununla ilgilensin yoksa başka mercilere başvuracağım.Devamını oku"
"Eti Gıda Burçak Yulaflı Bisküvinin İçinden Poşet Çıktı,Eti Burçak yulaflı bisküvinin içinde poşet parçası çıktı üst düzeyde hijyene dikkat eden bir kuruluşta bu şekilde üretim yapmaları hayret verici bunda sonra Eti ürünlerini alırken iki kere düşünmem gerekecek. Ayrıca konuyu müşteri hizmetlerine de bildirdim o ürünü almaya gelecekler hala ne gelen var...Devamını oku"
"Lc Waikiki Yanlış Ürün Geldi,Ben 3 tane erkek gömleği sipariş verdim. Esime ve iki oğluma ayrıca erkek çocuk tişörtü sipariş verdim. Bana siparişlerimin dışında bambaşka ürün geldi. Esime kısa kollu t-shirt ve kapüşonlu hırka erkek çocuklarıma da kız kıyafeti geldi. Benim ödediğim paradan bile daha ucuz kıyafetler geldi. Bayram...Devamını oku"
"Trendyol İptal Başvurusu Reddedilmesi Sorunu,2 Mayıs da satın aldığım ürünü iade etmek istedim. 15 Mayıs itibari ile iptal başvurum reddedildi. Trendyol'a iade gönderdiğim ürün 20 gün geçmesine rağmen tarafıma tekrardan gönderilmedi. Günün sonunda hem ürün yok hem ödeme yaptım. Müşteri ve canlı destek hattında asla bir kişi ile görüşme sağlaya...Devamını oku"
"Enza Home Netha İkili Koltuk Üretim Hatası!,""01-10-2019 'da Teslim almış olduğumuz Enza Netha ikili koltuk için o zaman fark ettiğim, fakat sağlık nedenlerimle dönüş yapamadığım koltuğun süngerinde sağ oturma yerinin sol tarafına göre daha alçak olduğunu fark ettim ve bunun üzerine 31-01-2020 'de yani tam 4 ay sonra Enza müşteri hizmetlerinden...Devamını oku"""
"Lenovo Bilgisayar Isınma ve Donma Kasma,Bilgisayarımda gereğinden fazla yavaşlık vardı garantiye gönderdim ve ana kartın arızalı olduğunu ve değiştirdiklerini söylediler. Garantiden geldi ve oyun sırasında normalde olmayan donmanın daha da kötüsünü yaşıyorum şu an ve hiç ısınmadığı kadar ısınıyor hiçbir şey yapmasam bile bilgisayarı açtık...Devamını oku"
"Trendyol Ürün Tamamen Aldığım Üründen FArklı,Trendyol'dan yapmış olduğum ayakkabı siparişinde ( 43 Numara Siyah Reebok Royal complete cn7267) sorun yaşanmıştır. Kargodan gelen ürün tamamıyla farklı bir ürün gelmiştir .( 44 Numara Lacivert Lotto Ce237)! Üstelik ayakkabı kutusunu göndermeden önce köpeklere parçalatmış olmalısınız! Bu ne kendini ...Devamını oku"
"Evkur Alışveriş Sipariş İptal Talebim Gerçekleşmedi,2 hafta önce Evkur müşteri temsilcisini arayarak siparişimin iptal olmasını istediğimi belirttim onlarda geri dönüş yapılacağını söyledi. Beni arayarak 24 saat içinde iptalin gerçekleşeceğini söylemelerine rağmen paramın iade edilmesi bir yana siparişim iptal edilmedi ve hazırlanıyor gözüküyor.Devamını oku"
"Ziraat Bankası Bireysel Kredim Halen Sonuçlanmadı,Yapmış olduğum 10.000 TL'lik krediye başvurumun üzerinden 1 aydan fazla bir zaman geçmesine rağmen henüz bir yanıt alamadım. Geliri benden yüksek veya düşük olan tüm tanıdıklarım benden sonra başvursalar dahi bir çoğu olumlu ve olumsuz cevap aldılar fakat ben halen bir yanıt alamadım.Devamını oku"
"Fms Site Yönetimi Hayatımızın En Kötü Tecrübesini Yaşattı!,""Hayatımızın en kötü tecrübesini yaşatan site ve sorumsuz yönetimi! Bu site, Fms Site Yönetimi şirketi tarafından yönetilmekte. Sitedeki evime, ben ve ailem evde yokken, 4 silahlı kişi hırsızlık için girdiler. Sitede güvenlik olmasına rağmen elini kolunu sallayarak evimizi soydular. Site yönetimi, bu...Devamını oku"""
"YazıcıLegal Hukuk Bürosu Şikayetim!,Vakıflar Bankası'na ek hesabımdan dolayı 1500 TL'lik borcumu tehditlerle almaya çalışması ve iş yerimi arayarak işverenlerle aynı üslupla konuşan bir firma. Hayatımda ilk defa böyle bir tahsil yöntemi ile karşılaştım. Bu şekilde milleti işinden edersin tahsilatıda zor yaparsınız. Şikayetçiyim 054362...Devamını oku"
"İzmir Minibüsçüler Odası Minibüs Şoföründen Şikayetçiyim!,""Ülkemiz şu durumda iken Evka 1 kemer 87**plakalı minibüse bindim evimde olan son bozuk paralar ile yolculuk Paramı tamamladım 87** plakalı aracın şoförü bana paralı sayamayacağını kağıt para vermemi istedi ben de son param bu başka yok dedim o zaman in araçtan diyerek beni indirdi , diğer yolculara ...Devamını oku"""
"Kumtel Müşteri Hizmetleri Zayıflığı Kurulum Eksikliği, Karabük-yenice ilçesinden Bim mağazasından 3lü ankastre set aldım ama yetkili servis kurulum için. Yenice ilçesine iki haftada bir geliyoruz dedi kabul ettim cumartesi sözde geleceklerdi aradılar pazar dendi ama pazar olunca da gelinmedi ve ben arayınca da telefonlarını açmadılar gereğinin yapılmas...Devamını oku"
"Balıkesir Atatürk Devlet Hastanesi Doktorun Hastaları Umursamaması,10 şubat 2020 saat 16:10 kadın hastalıkları ve doğum polikliniğinde muayene olan Balıkesir Üniversitesi öğrencisi kızım a** ç** 'ye şikayetine alakası olmayan (idrar yolu enfeksiyon şikayeti) doğum kontrol hapı yazarak iyi gelir diye muayenesini tamamlamıştır. Kızımdan önceki muayene olan kişiye de ...Devamını oku"
"Philips 55pus7503 Ekran Sorunu,""Çok özenerek aldığımız TV 55PUS7503 son zamanlarında ekranında kararmalar başladı. Yer yer özellikle beyaz görüntüde bir şey izleyince fark ediliyor. Müşteri hizmetlerini aradığım zaman '' fişini çekip beklettiniz mi, uydu kullanıyor musunuz? '' gibi basit ve absürt sorular soruyorlar."
"Fiba Emeklilik Ve Hayat İzinsiz, Onaysız Arama,Firmanızla şu ana kadar hiçbir ilişkim olmamasına rağmen haftada 3 - 4 kez 444 8 288 numaralı hattınız tarafından aranıyorum. Artık fiba emeklilik tarafından rahatsız edilmek istemiyorum. Lütfen numaramı arama listenizden çıkarın... Aramaların devam etmesi halinde adli makamlara başvuracağım.Devamını oku"
"Anadolu Jet İptal Edilen Sefer,21.06.2020 tarihli rxbcv4 rezervasyon kodlu aj / tk7215 sefer sayılı Diyarbakır-İstanbul 3 kişilik uçak biletimiz hiçbir gerekçe ve bilgi olmadan tarife değişikliği olmuştur. Bilet detayları hakkında hiçbir bilgi yok! Müşteri hizmetleri telefonları açmıyor otomatik mesajla kapatıyorlar. Mantıklı bir...Devamını oku"
"Garanti BBVA 444033 No... Sürekli Beni Arıyor,444033 no... Sürekli arıyor sessiz aramalar yapıp açmıyorlar bu durum gerçekten usandırdı. Sessiz aramaların arkası kesilmiyor günce 20 kez aranıyorum cevapsız çağrıların ardı arkası kesilmiyor gerçekten çok sinir bozucu bir durum.Devamını oku"
"Coca-Cola Kampanya Ürününü Alamıyorum!,""Coca-Cola'nın başlatmış olduğu kampanya bitmek üzere elimizde kapaklarla kaldık ortada."
